Fecha, Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
2026-04-12_19-17-17, 0, 6.011704665287687, 0.4248877192663605, -6.810491674443856, 6.011704665287687, 0.4248877192663605, -6.810491674443856, -6.810491674443856, 0.0, 0.01, 0.1
2026-04-12_19-17-17, 1, 5.233223702863683, 0.4391469670332577, -6.810309342722576, 5.819128040233019, 0.43935612677789804, -6.807147630810758, -6.810309342722576, 0.0004426396676545074, 0.05, 0.2
2026-04-12_19-17-17, 2, 5.875906935569123, 0.43141310676778033, -6.81158577453324, 7.812652162548574, 0.47415773153592655, -6.7733642858682535, -6.81158577453324, 0.006231211411866539, 0.1, 0.3
2026-04-12_19-17-17, 3, 5.356549072972559, 0.43519260796448345, -6.811297301662442, 5.7863749846922, 0.6163198729215448, -6.587134799898184, -6.811297301662442, 0.03266865342263018, 0.2, 0.4
2026-04-12_19-17-17, 4, 5.479739139343057, 0.43244795693697313, -6.8111031221425336, 5.847329297860559, 0.2724413367915531, -6.734587174598831, -6.8111031221425336, 0.013539395420431909, 0.3, 0.5
2026-04-12_19-17-17, 5, 5.658377636626251, 0.4507825148090035, -6.81143582456388, 6.495343178806319, 0.4930358792229135, -6.782948852850098, -6.806740215098691, 0.006231398980708644, 0.4, 0.6
2026-04-12_19-17-17, 6, 5.448033595053944, 0.4308844348481745, -6.812184625381672, 3.7536037788694965, 0.459672955669823, -6.6229764082028755, -6.8052504615943175, 0.03435564973298827, 0.5, 0.7
2026-04-12_19-17-17, 7, 5.455965656929143, 0.4312289836532776, -6.8123223272223665, 5.607716667293711, 0.24278739902657093, -6.705415282034599, -6.8045744937141635, 0.02298063391245517, 0.6, 0.8
2026-04-12_19-17-17, 8, 5.4550825755514, 0.4311054005946159, -6.81216803149818, 3.815002948836809, 0.3455247766741627, -6.647739207979413, -6.802061829759904, 0.03070753531479332, 0.7, 0.9
2026-04-12_19-17-17, 9, 5.6082972253795775, 0.4255809120873609, -6.81131712563458, 3.3142540903009, 0.4299548260136947, -6.442973998843133, -6.800053470162178, 0.055857511022790435, 0.8, 1.0
