Fecha, Prueba, Mejor X, Mejor Y, Mejor solucion, Peor X, Peor Y, Peor Solucion, Mediana, Desviacion estandar, Probabilidad de mutacion, Probabilidad de cruce
2026-04-12_17-29-25, 0, 7.325549182302159, 0.37272988266819784, -3.6271135695346906, 7.325549182302159, 0.37272988266819784, -3.6271135695346906, -3.6271135695346906, 4.440892098500626e-16, 0.01, 0.1
2026-04-12_17-29-25, 1, 7.79948661095792, 0.33487574544525067, -3.6271135695346906, 7.79948661095792, 0.33487574544525067, -3.6271135695346906, -3.6271135695346906, 4.440892098500626e-16, 0.05, 0.2
2026-04-12_17-29-25, 2, 5.349741624159179, 0.2929196666630442, -3.6271135695346906, 8.268073274057762, 0.4461251127291512, -3.6270759183342687, -3.6271135695346906, 7.3780983389481655e-06, 0.1, 0.3
2026-04-12_17-29-25, 3, 7.7117040573929545, 0.2994349373468688, -3.6271135695346906, 8.841172767880533, 0.5124301851987465, -3.5724431859773964, -3.6271135695346906, 0.007653853698021181, 0.2, 0.4
2026-04-12_17-29-25, 4, 4.498295645707619, 0.3523330469518109, -3.6271135695346906, 7.081068011374696, 0.5305966863748126, -3.5724808371778187, -3.6271135695346906, 0.007648582529962055, 0.3, 0.5
2026-04-12_17-29-25, 5, 9.61469690341105, 0.4743840462721666, -3.6271135695346906, 8.463077210591496, 0.16251402515037708, -3.627013510240407, -3.6271135695346906, 1.8963331671211696e-05, 0.4, 0.6
2026-04-12_17-29-25, 6, 5.968010756292809, 0.27298126205441786, -3.6271135695346906, 4.990013509738838, 0.19678838012095706, -3.6270648070065485, -3.6271135695346906, 6.826753939881415e-06, 0.5, 0.7
2026-04-12_17-29-25, 7, 6.007168561321046, 0.37632710805913694, -3.6271135695346906, 8.65142889195509, 0.5207482263036693, -3.4719591095775524, -3.6271135695346906, 0.021721517458452706, 0.6, 0.8
2026-04-12_17-29-25, 8, 9.012126349955329, 0.39858375682782343, -3.6271135695346906, 9.702177177990714, 0.57162080682881, -3.2236997975302235, -3.6271135695346906, 0.060721331245999974, 0.7, 0.9
2026-04-12_17-29-25, 9, 8.507711505986048, 0.26807021850909857, -3.6271135695346906, 3.236656386938665, 0.29756680060309326, -3.46499730090618, -3.6271135695346906, 0.024743915757233063, 0.8, 1.0
