Fecha,Prueba,Mejor X,Mejor Y,Mejor solucion,Peor X,Peor Y,Peor Solucion,Mediana,Desviacion estandar,Probabilidad de mutacion,Probabilidad de cruce
2026-04-12_22-11-02,0,4.818739051481969,0.2789968183120297,-4.5203157634288145,4.818739051481969,0.2789968183120297,-4.5203157634288145,-4.5203157634288145,0.0,0.01,0.1
2026-04-12_22-11-02,1,5.018294756557972,0.301921983058997,-4.521964041033997,5.971973948220889,0.2585175958051893,-4.50817525470483,-4.521964041033997,0.0019304300860833836,0.05,0.2
2026-04-12_22-11-02,2,5.391152809151454,0.33877206171511254,-4.529553484284914,3.691742983765667,0.3416640574568655,-4.336686013360608,-4.529553484284914,0.027794206275824504,0.1,0.3
2026-04-12_22-11-02,3,5.56869508089956,0.33965091086735044,-4.530226665607019,4.565242988271931,0.37736797312080217,-4.378253579549279,-4.530226665607019,0.02967429925758043,0.2,0.4
2026-04-12_22-11-02,4,5.675618319124487,0.3441325919853199,-4.530973006798644,3.9995049546323034,0.33454464171463777,-4.370009217235276,-4.530973006798644,0.033645343524347636,0.3,0.5
2026-04-12_22-11-02,5,5.469972664622959,0.34389883897035417,-4.531774026853593,6.4196604615285775,0.5887602535097867,-3.7581160093563266,-4.511671720190266,0.11501746526281838,0.4,0.6
2026-04-12_22-11-02,6,5.471750982448464,0.3437635927012717,-4.531372964445525,6.763220279273041,0.43882506888752193,-4.114538917647564,-4.4971296486933445,0.07348168329756141,0.5,0.7
2026-04-12_22-11-02,7,5.282602491171324,0.3440685553286395,-4.532663817361378,4.136656601590766,0.30860886706641977,-4.362644608866162,-4.498995071792841,0.03279984305298665,0.6,0.8
2026-04-12_22-11-02,8,6.088095953097749,0.33897059017079384,-4.525233635074752,4.44541556393669,0.4313831656864262,-4.333576988833808,-4.501431741836223,0.046003209074750216,0.7,0.9
2026-04-12_22-11-02,9,5.186341095926413,0.3443123957078687,-4.531708239034417,3.34210093020536,0.3305165477270916,-4.317780559625267,-4.4968215348584035,0.050244624665605066,0.8,1.0
