Fecha,Prueba,Mejor X,Mejor Y,Mejor solucion,Peor X,Peor Y,Peor Solucion,Mediana,Desviacion estandar,Probabilidad de mutacion,Probabilidad de cruce
2026-04-12_22-11-02,0,6.095520345995143,0.4131986399956791,-6.805366961569604,6.742137858994904,0.4032793781925804,-6.800516852693869,-6.800516852693869,0.0017746270175201528,0.01,0.1
2026-04-12_22-11-02,1,6.016167780137788,0.4297544180046723,-6.8101805201276875,6.232004696886826,0.42729924981687006,-6.804360304929649,-6.8101805201276875,0.0011021386802618459,0.05,0.2
2026-04-12_22-11-02,2,5.489737265759634,0.4295396164388145,-6.810382307047801,6.100432096212785,0.51577355709684,-6.774739422790891,-6.810382307047801,0.005264863835847589,0.1,0.3
2026-04-12_22-11-02,3,5.81375596709807,0.42554892068076283,-6.811704126978427,4.589279163729238,0.5001068792816088,-6.760664576954873,-6.811704126978427,0.009031449876224756,0.2,0.4
2026-04-12_22-11-02,4,5.360942254778671,0.43135606990549524,-6.812186205715557,4.863901570084979,0.47474480703860344,-6.78881312281881,-6.812186205715557,0.005471889697208392,0.3,0.5
2026-04-12_22-11-02,5,5.822951625122282,0.4293129518516571,-6.81186913403866,5.670114132966051,0.2835406521982074,-6.751671021934712,-6.807243822731098,0.011370395627425797,0.4,0.6
2026-04-12_22-11-02,6,5.767228478171824,0.44331633305756085,-6.811728848319092,3.6560954920721573,0.3128556395368346,-6.556221552616112,-6.802906095973137,0.03639773823447494,0.5,0.7
2026-04-12_22-11-02,7,5.459898094550067,0.4312985153653281,-6.812247152259408,3.692954505140827,0.42471855105741285,-6.611888729469262,-6.805051550140499,0.03046418814540655,0.6,0.8
2026-04-12_22-11-02,8,5.5561660188969295,0.4232186115995186,-6.81203802459267,7.238599501641673,0.6983830379514727,-6.076579268645059,-6.802637382551428,0.11455146259156927,0.7,0.9
2026-04-12_22-11-02,9,5.8183906709002144,0.4292559445705653,-6.8116626782017455,5.947218948485325,0.5819497113943642,-6.666088429104197,-6.799830444538966,0.027425605471237725,0.8,1.0
